ID,start,end,code,team,action,half,pos_x,pos_y
3137,3947.5,3967.5,1. Noname A18,Sound FC 06,Picking-ups,2nd half,2.4,35.5
3138,3955.04,3975.04,1. Noname A18,Sound FC 06,Passes accurate,2nd half,7.2,37.6
3139,3958.5,3978.5,21. Gian Lucca Weintraub,Seattle United 06 Tango,Tackles (Unsuccessful actions),2nd half,79.3,10.9
3140,3958.5,3978.5,12. Noname A21,Sound FC 06,Dribbles (Successful actions),2nd half,25.7,57.1
3141,3958.5,3978.5,21. Gian Lucca Weintraub,Seattle United 06 Tango,Challenges (lost),2nd half,79.3,10.9
3142,3960.16,3980.16,21. Gian Lucca Weintraub,Seattle United 06 Tango,Fouls,2nd half,72.0,16.1
3143,3974.77,3994.77,4. Noname A17,Sound FC 06,Free-kick attacks,2nd half,34.3,51.3
3144,3974.77,3994.77,4. Noname A17,Sound FC 06,Free-kick attacks,2nd half,34.3,51.3
3145,3974.77,3994.77,4. Noname A17,Sound FC 06,Passes (inaccurate),2nd half,34.3,51.3
3146,3977.93,3997.93,47. Tate Macdonald,Seattle United 06 Tango,Interceptions,2nd half,17.8,47.9
3147,3977.93,3997.93,47. Tate Macdonald,Seattle United 06 Tango,Free-kick attacks,2nd half,17.8,47.9
3148,4002.69,4022.69,5. Noname Noname,Sound FC 06,Passes accurate,2nd half,93.5,0.0
3149,4002.69,4022.69,5. Noname Noname,Sound FC 06,Passes into the penalty box,2nd half,93.5,0.0
3150,4002.69,4022.69,5. Noname Noname,Sound FC 06,Throw-in attacks,2nd half,93.5,0.0
3151,4004.24,4024.24,14. Noname Noname,Sound FC 06,Passes into the penalty box,2nd half,95.6,21.7
3152,4004.24,4024.24,14. Noname Noname,Sound FC 06,Lost balls,2nd half,94.6,26.6
3153,4004.24,4024.24,14. Noname Noname,Sound FC 06,Passes (inaccurate),2nd half,95.6,21.7
3154,4004.24,4024.24,14. Noname Noname,Sound FC 06,Throw-in attacks,2nd half,95.6,21.7
3155,4004.64,4024.64,42. Loic Charles-Antoine,Seattle United 06 Tango,Throw-in attacks,2nd half,10.4,41.4
3156,4004.64,4024.64,42. Loic Charles-Antoine,Seattle United 06 Tango,Interceptions,2nd half,10.4,41.4
3157,4005.75,4025.75,43. Finn Harney,Seattle United 06 Tango,Picking-ups,2nd half,13.4,44.6
3158,4008.21,4028.21,43. Finn Harney,Seattle United 06 Tango,Lost balls,2nd half,46.0,27.0
3159,4008.21,4028.21,43. Finn Harney,Seattle United 06 Tango,Lost balls (in opp. half),2nd half,46.0,27.0
3160,4008.21,4028.21,43. Finn Harney,Seattle United 06 Tango,Passes (inaccurate),2nd half,16.9,35.9
3161,4010.21,4030.21,12. Noname A21,Sound FC 06,Interceptions,2nd half,59.0,41.0
3162,4010.21,4030.21,12. Noname A21,Sound FC 06,Interceptions (in opp. half),2nd half,59.0,41.0
3163,4011.86,4031.86,12. Noname A21,Sound FC 06,Positional attacks,2nd half,70.8,38.5
3164,4011.86,4031.86,12. Noname A21,Sound FC 06,Passes (inaccurate),2nd half,70.8,38.5
3165,4011.86,4031.86,12. Noname A21,Sound FC 06,Lost balls,2nd half,105.0,4.5
3166,4036.58,4056.58,25. Benton Tameling,Seattle United 06 Tango,Goal-kicks,2nd half,5.6,39.7
3167,4036.58,4056.58,25. Benton Tameling,Seattle United 06 Tango,Passes accurate,2nd half,5.6,39.7
3168,4038.75,4058.75,42. Loic Charles-Antoine,Seattle United 06 Tango,Lost balls (in opp. half),2nd half,46.7,39.3
3169,4038.75,4058.75,14. Noname Noname,Sound FC 06,Challenges (won),2nd half,58.3,28.7
3170,4038.75,4058.75,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (lost),2nd half,46.7,39.3
3171,4038.75,4058.75,42. Loic Charles-Antoine,Seattle United 06 Tango,Lost balls,2nd half,46.7,39.3
3172,4040.4,4060.4,8. Noname A19,Sound FC 06,Picking-ups,2nd half,61.3,35.0
3173,4040.4,4060.4,8. Noname A19,Sound FC 06,Picking-ups (in opp. half),2nd half,61.3,35.0
3174,4040.4,4060.4,8. Noname A19,Sound FC 06,Passes accurate,2nd half,61.3,35.0
3175,4041.72,4061.72,14. Noname Noname,Sound FC 06,Passes (inaccurate),2nd half,74.1,28.4
3176,4041.72,4061.72,14. Noname Noname,Sound FC 06,Lost balls,2nd half,75.6,26.1
3177,4042.02,4062.02,33. Kirby Winfield III,Seattle United 06 Tango,Interceptions,2nd half,29.4,41.9
3178,4043.18,4063.18,25. Benton Tameling,Seattle United 06 Tango,Passes accurate,2nd half,25.4,35.1
3179,4043.18,4063.18,25. Benton Tameling,Seattle United 06 Tango,Picking-ups,2nd half,25.4,35.1
3180,4043.18,4063.18,25. Benton Tameling,Seattle United 06 Tango,Positional attacks,2nd half,25.4,35.1
3181,4043.18,4063.18,25. Benton Tameling,Seattle United 06 Tango,Positional attacks,2nd half,25.4,35.1
3182,4046.06,4066.06,8. Noname A19,Sound FC 06,Positional attacks,2nd half,70.9,30.7
3183,4046.06,4066.06,8. Noname A19,Sound FC 06,Air challenges (won),2nd half,70.9,30.7
3184,4046.06,4066.06,8. Noname A19,Sound FC 06,Challenges (won),2nd half,70.9,30.7
3185,4046.06,4066.06,33. Kirby Winfield III,Seattle United 06 Tango,Challenges (lost),2nd half,34.1,37.3
3186,4046.06,4066.06,33. Kirby Winfield III,Seattle United 06 Tango,Air challenges (lost),2nd half,34.1,37.3
3187,4048.48,4068.48,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,2nd half,36.4,42.5
3188,4048.48,4068.48,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (won),2nd half,36.4,42.5
3189,4048.48,4068.48,14. Noname Noname,Sound FC 06,Challenges (lost),2nd half,68.6,25.5
3190,4051.43,4071.43,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,2nd half,34.1,50.6
3191,4051.43,4071.43,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes accurate,2nd half,34.1,50.6
3192,4053.54,4073.54,43. Finn Harney,Seattle United 06 Tango,Lost balls,2nd half,59.1,61.8
3193,4053.54,4073.54,9. Noname Noname,Sound FC 06,Positional attacks,2nd half,45.9,6.2
3194,4053.54,4073.54,9. Noname Noname,Sound FC 06,Challenges (won),2nd half,45.9,6.2
3195,4053.54,4073.54,43. Finn Harney,Seattle United 06 Tango,Challenges (lost),2nd half,59.1,61.8
3196,4071.36,4091.36,9. Noname Noname,Sound FC 06,Passes accurate,2nd half,37.2,0.0
3197,4071.36,4091.36,9. Noname Noname,Sound FC 06,Positional attacks,2nd half,37.2,0.0
3198,4072.74,4092.74,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (lost),2nd half,38.9,64.7
3199,4072.74,4092.74,14. Noname Noname,Sound FC 06,Challenges (won),2nd half,66.1,3.3
3200,4072.74,4092.74,14. Noname Noname,Sound FC 06,Air challenges (won),2nd half,66.1,3.3
3201,4072.74,4092.74,42. Loic Charles-Antoine,Seattle United 06 Tango,Air challenges (lost),2nd half,38.9,64.7
3202,4072.74,4092.74,14. Noname Noname,Sound FC 06,Passes (inaccurate),2nd half,66.1,3.3
3203,4072.74,4092.74,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,66.1,3.3
3204,4072.74,4092.74,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,66.1,3.3
3205,4072.74,4092.74,14. Noname Noname,Sound FC 06,Lost balls,2nd half,70.4,12.2
3206,4073.96,4093.96,25. Benton Tameling,Seattle United 06 Tango,Positional attacks,2nd half,34.6,55.8
3207,4073.96,4093.96,25. Benton Tameling,Seattle United 06 Tango,Picking-ups,2nd half,34.6,55.8
3208,4075.2,4095.2,25. Benton Tameling,Seattle United 06 Tango,Counter-attacks,2nd half,36.7,50.2
3209,4075.2,4095.2,25. Benton Tameling,Seattle United 06 Tango,Passes accurate,2nd half,36.7,50.2
3210,4077.22,4097.22,21. Gian Lucca Weintraub,Seattle United 06 Tango,Counter-attacks,2nd half,48.9,40.2
3211,4079.18,4099.18,21. Gian Lucca Weintraub,Seattle United 06 Tango,Passes accurate,2nd half,47.1,33.0
3212,4079.18,4099.18,21. Gian Lucca Weintraub,Seattle United 06 Tango,Counter-attacks,2nd half,47.1,33.0
3213,4081.02,4101.02,29. Jackson Peterson,Seattle United 06 Tango,Counter-attacks,2nd half,57.3,23.6
3214,4081.02,4101.02,29. Jackson Peterson,Seattle United 06 Tango,Lost balls,2nd half,74.2,28.7
3215,4081.02,4101.02,29. Jackson Peterson,Seattle United 06 Tango,Passes (inaccurate),2nd half,57.3,23.6
3216,4082.21,4102.21,10. Noname A20,Sound FC 06,Counter-attacks,2nd half,30.8,39.3
3217,4082.21,4102.21,10. Noname A20,Sound FC 06,Interceptions,2nd half,30.8,39.3
3218,4083.32,4103.32,10. Noname A20,Sound FC 06,Passes accurate,2nd half,35.3,37.6
3219,4083.32,4103.32,10. Noname A20,Sound FC 06,Positional attacks,2nd half,35.3,37.6
3220,4084.2,4104.2,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,49.1,29.5
3221,4086.2,4106.2,14. Noname Noname,Sound FC 06,Passes accurate,2nd half,45.1,27.2
3222,4086.2,4106.2,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,45.1,27.2
3223,4086.9,4106.9,5. Noname Noname,Sound FC 06,Passes accurate,2nd half,35.4,27.3
3224,4086.9,4106.9,5. Noname Noname,Sound FC 06,Positional attacks,2nd half,35.4,27.3
3225,4087.82,4107.82,8. Noname A19,Sound FC 06,Positional attacks,2nd half,49.1,33.0
3226,4089.23,4109.23,8. Noname A19,Sound FC 06,Positional attacks,2nd half,47.8,37.9
3227,4089.23,4109.23,8. Noname A19,Sound FC 06,Passes accurate,2nd half,47.8,37.9
3228,4090.21,4110.21,12. Noname A21,Sound FC 06,Positional attacks,2nd half,36.5,52.5
3229,4092.57,4112.57,12. Noname A21,Sound FC 06,Positional attacks,2nd half,43.0,44.2
3230,4092.57,4112.57,12. Noname A21,Sound FC 06,Passes accurate,2nd half,43.0,44.2
3231,4093.62,4113.62,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,52.1,31.0
3232,4093.62,4113.62,14. Noname Noname,Sound FC 06,Bad ball control,2nd half,52.1,31.0
3233,4093.62,4113.62,14. Noname Noname,Sound FC 06,Lost balls (in opp. half),2nd half,52.1,31.0
3234,4093.62,4113.62,14. Noname Noname,Sound FC 06,Lost balls,2nd half,52.1,31.0
3235,4093.62,4113.62,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,0.0,0.0
3236,4094.39,4114.39,54. Elliot Falor,Seattle United 06 Tango,Positional attacks,2nd half,51.8,34.1
3237,4094.39,4114.39,54. Elliot Falor,Seattle United 06 Tango,Picking-ups,2nd half,51.8,34.1
3238,4097.18,4117.18,54. Elliot Falor,Seattle United 06 Tango,Passes accurate,2nd half,69.1,29.1
3239,4097.18,4117.18,54. Elliot Falor,Seattle United 06 Tango,Counter-attacks,2nd half,69.1,29.1
3240,4099.65,4119.65,21. Gian Lucca Weintraub,Seattle United 06 Tango,Counter-attacks,2nd half,74.2,15.6
3241,4099.65,4119.65,21. Gian Lucca Weintraub,Seattle United 06 Tango,Passes (inaccurate),2nd half,74.2,15.6
3242,4099.65,4119.65,21. Gian Lucca Weintraub,Seattle United 06 Tango,Lost balls,2nd half,81.5,31.1
3243,4100.52,4120.52,8. Noname A19,Sound FC 06,Counter-attacks,2nd half,23.5,36.9
3244,4100.52,4120.52,8. Noname A19,Sound FC 06,Interceptions,2nd half,23.5,36.9
3245,4102.29,4122.29,23. Zoran Khan,Seattle United 06 Tango,Counter-attacks,2nd half,80.3,32.1
3246,4102.29,4122.29,23. Zoran Khan,Seattle United 06 Tango,Fouls,2nd half,80.3,32.1
3247,4139.14,4159.14,10. Noname A20,Sound FC 06,Positional attacks,2nd half,31.2,36.1
3248,4139.14,4159.14,10. Noname A20,Sound FC 06,Passes (inaccurate),2nd half,31.2,36.1
3249,4142.17,4162.17,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,20.9,45.6
3250,4142.17,4162.17,33. Kirby Winfield III,Seattle United 06 Tango,Picking-ups,2nd half,20.9,45.6
3251,4143.5,4163.5,33. Kirby Winfield III,Seattle United 06 Tango,Dribbles (Unsuccessful actions),2nd half,25.8,41.1
3252,4143.5,4163.5,33. Kirby Winfield III,Seattle United 06 Tango,Challenges (lost),2nd half,25.8,41.1
3253,4143.5,4163.5,14. Noname Noname,Sound FC 06,Tackles (Successful actions),2nd half,79.2,26.9
3254,4143.5,4163.5,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,25.8,41.1
3255,4143.5,4163.5,14. Noname Noname,Sound FC 06,Challenges (won),2nd half,79.2,26.9
3256,4147.15,4167.15,8. Noname A19,Sound FC 06,Positional attacks,2nd half,74.5,57.6
3257,4147.15,4167.15,8. Noname A19,Sound FC 06,Picking-ups,2nd half,74.5,57.6
3258,4147.15,4167.15,8. Noname A19,Sound FC 06,Picking-ups (in opp. half),2nd half,74.5,57.6
3259,4148.51,4168.51,40. Mateo Garces,Seattle United 06 Tango,Challenges (lost),2nd half,32.6,13.2
3260,4148.51,4168.51,8. Noname A19,Sound FC 06,Positional attacks,2nd half,72.4,54.8
3261,4148.51,4168.51,40. Mateo Garces,Seattle United 06 Tango,Tackles (Unsuccessful actions),2nd half,32.6,13.2
3262,4148.51,4168.51,8. Noname A19,Sound FC 06,Dribbles (Successful actions),2nd half,72.4,54.8
3263,4149.84,4169.84,8. Noname A19,Sound FC 06,Positional attacks,2nd half,76.3,57.3
3264,4149.84,4169.84,8. Noname A19,Sound FC 06,Passes accurate,2nd half,76.3,57.3
3265,4152.27,4172.27,12. Noname A21,Sound FC 06,Challenges (lost),2nd half,95.8,60.8
3266,4152.27,4172.27,12. Noname A21,Sound FC 06,Positional attacks,2nd half,95.8,60.8
3267,4152.27,4172.27,54. Elliot Falor,Seattle United 06 Tango,Challenges (won),2nd half,9.2,7.2
3268,4152.27,4172.27,12. Noname A21,Sound FC 06,Lost balls,2nd half,95.8,60.8
3269,4152.27,4172.27,54. Elliot Falor,Seattle United 06 Tango,Tackles (Successful actions),2nd half,9.2,7.2
3270,4152.27,4172.27,12. Noname A21,Sound FC 06,Dribbles (Unsuccessful actions),2nd half,95.8,60.8
3271,4153.25,4173.25,54. Elliot Falor,Seattle United 06 Tango,Counter-attacks,2nd half,11.5,7.7
3272,4153.25,4173.25,54. Elliot Falor,Seattle United 06 Tango,Passes accurate,2nd half,11.5,7.7
3273,4154.81,4174.81,21. Gian Lucca Weintraub,Seattle United 06 Tango,Counter-attacks,2nd half,36.8,2.6
3274,4154.81,4174.81,21. Gian Lucca Weintraub,Seattle United 06 Tango,Counter-attacks,2nd half,36.8,2.6
3275,4154.81,4174.81,21. Gian Lucca Weintraub,Seattle United 06 Tango,Dribbling,2nd half,36.8,2.6
3276,4159.83,4179.83,21. Gian Lucca Weintraub,Seattle United 06 Tango,Counter-attacks,2nd half,61.7,19.2
3277,4159.83,4179.83,21. Gian Lucca Weintraub,Seattle United 06 Tango,Passes accurate,2nd half,61.7,19.2
3278,4162,4182,58. Osvaldo Ribas,Seattle United 06 Tango,Passes (inaccurate),2nd half,70.9,39.4
3279,4162,4182,58. Osvaldo Ribas,Seattle United 06 Tango,Counter-attacks,2nd half,70.9,39.4
3280,4162,4182,58. Osvaldo Ribas,Seattle United 06 Tango,Lost balls,2nd half,73.1,39.0
3281,4162.44,4182.44,9. Noname Noname,Sound FC 06,Counter-attacks,2nd half,31.9,29.0
3282,4162.44,4182.44,9. Noname Noname,Sound FC 06,Interceptions,2nd half,31.9,29.0
3283,4163.24,4183.24,9. Noname Noname,Sound FC 06,Challenges (won),2nd half,34.8,29.2
3284,4163.24,4183.24,58. Osvaldo Ribas,Seattle United 06 Tango,Challenges (lost),2nd half,70.2,38.8
3285,4164.92,4184.92,9. Noname Noname,Sound FC 06,Passes accurate,2nd half,40.0,27.7
3286,4166.29,4186.29,14. Noname Noname,Sound FC 06,Passes accurate,2nd half,45.1,23.8
3287,4167.82,4187.82,8. Noname A19,Sound FC 06,Lost balls,2nd half,49.5,38.2
3288,4167.82,4187.82,8. Noname A19,Sound FC 06,Lost balls (in opp. half),2nd half,49.5,38.2
3289,4167.82,4187.82,8. Noname A19,Sound FC 06,Challenges (lost),2nd half,49.5,38.2
3290,4167.82,4187.82,54. Elliot Falor,Seattle United 06 Tango,Challenges (won),2nd half,55.5,29.8
3291,4202.97,4222.97,12. Noname A21,Sound FC 06,Positional attacks,2nd half,59.1,68.0
3292,4202.97,4222.97,12. Noname A21,Sound FC 06,Passes accurate,2nd half,59.1,68.0
3293,4204.12,4224.12,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,67.9,63.7
3294,4205.37,4225.37,14. Noname Noname,Sound FC 06,Passes accurate,2nd half,68.3,59.7
3295,4205.37,4225.37,14. Noname Noname,Sound FC 06,Positional attacks,2nd half,68.3,59.7
3296,4205.89,4225.89,8. Noname A19,Sound FC 06,Positional attacks,2nd half,63.4,56.5
3297,4207.49,4227.49,8. Noname A19,Sound FC 06,Lost balls,2nd half,72.0,49.9
3298,4207.49,4227.49,8. Noname A19,Sound FC 06,Passes (inaccurate),2nd half,69.8,51.1
3299,4207.49,4227.49,8. Noname A19,Sound FC 06,Positional attacks,2nd half,69.8,51.1
3300,4207.51,4227.51,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,2nd half,33.0,18.1
3301,4207.51,4227.51,42. Loic Charles-Antoine,Seattle United 06 Tango,Interceptions,2nd half,33.0,18.1
3302,4209.79,4229.79,43. Finn Harney,Seattle United 06 Tango,Passes (inaccurate),2nd half,45.8,16.7
3303,4209.79,4229.79,43. Finn Harney,Seattle United 06 Tango,Positional attacks,2nd half,45.8,16.7
3304,4209.79,4229.79,43. Finn Harney,Seattle United 06 Tango,Positional attacks,2nd half,45.8,16.7
3305,4209.79,4229.79,43. Finn Harney,Seattle United 06 Tango,Picking-ups,2nd half,45.8,16.7
3306,4213.38,4233.38,1. Noname A18,Sound FC 06,Positional attacks,2nd half,20.2,42.7
3307,4213.38,4233.38,1. Noname A18,Sound FC 06,Passes (inaccurate),2nd half,20.2,42.7
3308,4213.38,4233.38,1. Noname A18,Sound FC 06,Positional attacks,2nd half,20.2,42.7
3309,4213.38,4233.38,1. Noname A18,Sound FC 06,Positional attacks,2nd half,20.2,42.7
3310,4213.38,4233.38,1. Noname A18,Sound FC 06,Interceptions,2nd half,20.2,42.7
3311,4214.97,4234.97,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,45.8,39.4
3312,4214.97,4234.97,33. Kirby Winfield III,Seattle United 06 Tango,Passes accurate,2nd half,45.8,39.4
3313,4214.97,4234.97,33. Kirby Winfield III,Seattle United 06 Tango,Picking-ups,2nd half,45.8,39.4
3314,4214.97,4234.97,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,2nd half,45.8,39.4
3315,4216.81,4236.81,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,2nd half,55.8,38.2
3316,4217.9,4237.9,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,2nd half,58.8,39.1
3317,4217.9,4237.9,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes (inaccurate),2nd half,58.8,39.1
3318,4219.77,4239.77,9. Noname Noname,Sound FC 06,Passes (inaccurate),2nd half,36.8,18.8
3319,4219.77,4239.77,9. Noname Noname,Sound FC 06,Interceptions,2nd half,36.8,18.8
3320,4219.77,4239.77,9. Noname Noname,Sound FC 06,Passes into the penalty box,2nd half,36.8,18.8
3321,4219.77,4239.77,9. Noname Noname,Sound FC 06,Positional attacks,2nd half,36.8,18.8
3322,4219.77,4239.77,9. Noname Noname,Sound FC 06,Positional attacks,2nd half,36.8,18.8
3323,4225.01,4245.01,1. Finley Suess,Seattle United 06 Tango,Picking-ups,2nd half,10.7,22.5
3324,4225.01,4245.01,1. Finley Suess,Seattle United 06 Tango,Positional attacks,2nd half,10.7,22.5
3325,4230.8,4250.8,1. Finley Suess,Seattle United 06 Tango,Positional attacks,2nd half,16.6,24.4
3326,4230.8,4250.8,1. Finley Suess,Seattle United 06 Tango,Passes (inaccurate),2nd half,16.6,24.4
3327,4230.8,4250.8,1. Finley Suess,Seattle United 06 Tango,Lost balls (in opp. half),2nd half,50.0,0.0
3328,4230.8,4250.8,1. Finley Suess,Seattle United 06 Tango,Lost balls,2nd half,50.0,0.0
3329,4256.11,4276.11,12. Noname A21,Sound FC 06,Passes accurate,2nd half,57.5,68.0
3330,4256.11,4276.11,12. Noname A21,Sound FC 06,Positional attacks,2nd half,57.5,68.0
3331,4257.84,4277.84,8. Noname A19,Sound FC 06,Positional attacks,2nd half,61.0,50.8
3332,4259.67,4279.67,8. Noname A19,Sound FC 06,Passes accurate,2nd half,56.9,46.4
3333,4259.67,4279.67,8. Noname A19,Sound FC 06,Positional attacks,2nd half,56.9,46.4
3334,4261.46,4281.46,10. Noname A20,Sound FC 06,Dribbles (Successful actions),2nd half,48.8,38.4
3335,4261.46,4281.46,44. Xavi Dellisanti,Seattle United 06 Tango,Challenges (lost),2nd half,56.2,29.6
3336,4261.46,4281.46,10. Noname A20,Sound FC 06,Positional attacks,2nd half,48.8,38.4
3337,4261.46,4281.46,44. Xavi Dellisanti,Seattle United 06 Tango,Tackles (Unsuccessful actions),2nd half,56.2,29.6
3338,4263.11,4283.11,10. Noname A20,Sound FC 06,Lost balls,2nd half,59.1,35.6
3339,4263.11,4283.11,10. Noname A20,Sound FC 06,Passes (inaccurate),2nd half,56.8,37.5
3340,4263.11,4283.11,10. Noname A20,Sound FC 06,Positional attacks,2nd half,56.8,37.5
3341,4263.44,4283.44,43. Finn Harney,Seattle United 06 Tango,Positional attacks,2nd half,45.9,32.4
3342,4263.44,4283.44,43. Finn Harney,Seattle United 06 Tango,Interceptions,2nd half,45.9,32.4
3343,4265.08,4285.08,52. Bradyn Buckholtz,Seattle United 06 Tango,Counter-attacks,2nd half,39.8,31.6
3344,4265.08,4285.08,52. Bradyn Buckholtz,Seattle United 06 Tango,Challenges (won),2nd half,39.8,31.6
3345,4265.08,4285.08,10. Noname A20,Sound FC 06,Challenges (lost),2nd half,65.2,36.4
3346,4266.08,4286.08,52. Bradyn Buckholtz,Seattle United 06 Tango,Passes accurate,2nd half,43.1,34.7
3347,4266.08,4286.08,52. Bradyn Buckholtz,Seattle United 06 Tango,Counter-attacks,2nd half,43.1,34.7
3348,4268.44,4288.44,58. Osvaldo Ribas,Seattle United 06 Tango,Counter-attacks,2nd half,50.0,45.4
3349,4269.55,4289.55,58. Osvaldo Ribas,Seattle United 06 Tango,Passes (inaccurate),2nd half,59.8,48.2
3350,4269.55,4289.55,58. Osvaldo Ribas,Seattle United 06 Tango,Counter-attacks,2nd half,59.8,48.2
3351,4269.55,4289.55,58. Osvaldo Ribas,Seattle United 06 Tango,Lost balls,2nd half,87.2,31.0
3352,4272.87,4292.87,8. Noname A19,Sound FC 06,Counter-attacks,2nd half,17.8,37.0
3353,4272.87,4292.87,8. Noname A19,Sound FC 06,Interceptions,2nd half,17.8,37.0
3354,4272.96,4292.96,8. Noname A19,Sound FC 06,Passes accurate,2nd half,17.7,36.9
3355,4275.36,4295.36,12. Noname A21,Sound FC 06,Passes accurate,2nd half,29.4,44.1
3356,4277.78,4297.78,10. Noname A20,Sound FC 06,Lost balls,2nd half,70.8,47.0
3357,4277.78,4297.78,10. Noname A20,Sound FC 06,Passes (inaccurate),2nd half,47.1,36.2
3358,4281.51,4301.51,33. Kirby Winfield III,Seattle United 06 Tango,Interceptions,2nd half,34.2,21.0
3359,4283.69,4303.69,33. Kirby Winfield III,Seattle United 06 Tango,Lost balls,2nd half,63.0,0.0
3360,4283.69,4303.69,33. Kirby Winfield III,Seattle United 06 Tango,Passes (inaccurate),2nd half,34.9,3.8
3361,4292.48,4312.48,12. Noname A21,Sound FC 06,Passes accurate,2nd half,43.4,68.0
